"Taxon","Long","Lat","uncertainty","year"
"Pulicaria dysenterica (L.) Bernh.",10.671749,43.409219,1784.124116,1969
"Lysimachia arvensis (L.) U.Manns & Anderb. subsp. arvensis",10.671749,43.409219,1784.124116,1969
"Rumex obtusifolius L. subsp. obtusifolius",10.671749,43.409219,1784.124116,1969
"Biscutella apuana Raffaelli",10.126629,44.116968,1784.124116,1969
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.671749,43.409219,1784.124116,1969
"Phleum pratense L. subsp. pratense",10.671749,43.409219,1784.124116,1969
"Centaurea jacea L. subsp. gaudinii (Boiss. & Reut.) Gremli",10.671749,43.409219,1784.124116,1969
"Trifolium nigrescens Viv. subsp. nigrescens",10.671749,43.409219,1784.124116,1969
"Salix crataegifolia Bertol.",10.117077,44.110457,1784.124116,1969
"Silene pichiana Ferrarini & Cecchi",10.159342,44.115506,1784.124116,1969
"Poa nemoralis L. subsp. nemoralis",10.671749,43.409219,1784.124116,1969
"Lotus corniculatus L. subsp. corniculatus",10.671749,43.409219,1784.124116,1969
"Arbutus unedo L.",9.83688,43.03494,1784.124116,1969
"Pistacia lentiscus L.",9.79959,43.031871,1784.124116,1969
"Fraxinus ornus L. subsp. ornus",10.492546,42.988332,1784.124116,1970
"Erysimum etruscum Peccenini & Polatschek",11.315798,43.962149,1784.124116,1970
"Phillyrea angustifolia L.",10.492546,42.988332,1784.124116,1970
"Silene pichiana Ferrarini & Cecchi",10.253992,44.077277,1784.124116,1970
"Juniperus macrocarpa Sm.",10.492546,42.988332,1784.124116,1970
"Oreoherzogia glaucophylla (Sommier) W.Vent",10.191086,44.117449,1784.124116,1970
"Arbutus unedo L.",10.492546,42.988332,1784.124116,1970
"Arthrocaulon macrostachyum (Moric.) Piirainen & G.Kadereit",10.78218,42.900855,1784.124116,1971
"Aquilegia dumeticola Jord.",11.5822506,42.8851467,1784.124116,1971
"Aquilegia dumeticola Jord.",11.5822506,42.8851467,1784.124116,1971
"Alnus glutinosa (L.) Gaertn.",10.78218,42.900855,1784.124116,1971
"Crocus etruscus Parl.",10.62403,43.09464,1784.124116,1971
"Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet",10.812901,42.848604,1784.124116,1971
"Pistacia lentiscus L.",10.404813,42.815244,1784.124116,1972
"Aquilegia atrata W.D.J.Koch",10.09759,44.12433,1784.124116,1972
"Erica arborea L.",10.3367,42.76395,1784.124116,1972
"Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet",11.102606,43.77271,1784.124116,1972
"Robinia pseudoacacia L.",10.26581,42.810122,1784.124116,1972
"Ailanthus altissima (Mill.) Swingle",11.592271,43.617102,1784.124116,1972
"Lathyrus sativus L.",11.61691,43.600287,1784.124116,1972
"Jasminum officinale L.",11.61691,43.600287,1784.124116,1972
"Malus florentina (Zuccagni) C.K.Schneid.",11.275402,43.748192,1784.124116,1972
"Arbutus unedo L.",10.389025,42.832324,1784.124116,1972
"Matthiola incana (L.) W.T.Aiton subsp. incana",10.08267,42.617094,1784.124116,1973
"Phillyrea angustifolia L.",10.359441,42.800928,1784.124116,1973
"Phillyrea latifolia L.",10.392444,42.809973,1784.124116,1973
"Thymelaea hirsuta (L.) Endl.",10.08267,42.617094,1784.124116,1973
"Ligustrum vulgare L.",11.382376,43.517203,1784.124116,1973
"Ailanthus altissima (Mill.) Swingle",10.359441,42.800928,1784.124116,1973
"Erica arborea L.",10.391947,42.784417,1784.124116,1973
"Jacobaea maritima (L.) Pelser & Meijden subsp. maritima",10.0842,42.60619,1784.124116,1973
"Gymnocarpium dryopteris (L.) Newman",10.191892,44.121093,1784.124116,1973
"Daphne mezereum L.",11.438441,44.145989,1784.124116,1973
"Juniperus turbinata Guss.",10.0842,42.60619,1784.124116,1973
"Thymelaea hirsuta (L.) Endl.",10.048413,42.584421,1784.124116,1974
"Fraxinus ornus L. subsp. ornus",10.177897,42.784338,1784.124116,1974
"Anagyris foetida L.",10.048413,42.584421,1784.124116,1974
"Sherardia arvensis L.",10.301133,42.329475,1784.124116,1974
"Asplenium obovatum Viv. subsp. obovatum",10.293374,42.328843,1784.124116,1974
"Myosotis ramosissima Rochel subsp. ramosissima",10.301133,42.329475,1784.124116,1974
"Galium aparine L.",10.301133,42.329475,1784.124116,1974
"Galium parisiense L.",10.293374,42.328843,1784.124116,1974
"Galium murale (L.) All.",10.301133,42.329475,1784.124116,1974
"Misopates orontium (L.) Raf.",10.293374,42.328843,1784.124116,1974
"Vicia lathyroides L.",10.301133,42.329475,1784.124116,1974
"Vicia lutea L.",10.301133,42.329475,1784.124116,1974
"Plantago bellardii All. subsp. bellardii",10.301133,42.329475,1784.124116,1974
"Senecio vulgaris L. subsp. vulgaris",10.301133,42.329475,1784.124116,1974
"Lathyrus sphaericus Retz.",10.293374,42.328843,1784.124116,1974
"Centranthus calcitrapae (L.) Dufr. subsp. calcitrapae",10.301133,42.329475,1784.124116,1974
"Senecio vulgaris L. subsp. vulgaris",10.293374,42.328843,1784.124116,1974
"Centranthus calcitrapae (L.) Dufr. subsp. calcitrapae",10.293374,42.328843,1784.124116,1974
"Hypochaeris glabra L.",10.301133,42.329475,1784.124116,1974
"Logfia gallica (L.) Cosson & Germ.",10.293374,42.328843,1784.124116,1974
"Logfia gallica (L.) Cosson & Germ.",10.293374,42.328843,1784.124116,1974
"Anthoxanthum odoratum L.",10.293374,42.328843,1784.124116,1974
"Aira elegantissima Schur subsp. elegantissima",10.301133,42.329475,1784.124116,1974
"Aira elegantissima Schur subsp. elegantissima",10.293374,42.328843,1784.124116,1974
"Briza maxima L.",10.293374,42.328843,1784.124116,1974
"Pistacia lentiscus L.",10.08267,42.617094,1784.124116,1974
"Matthiola incana (L.) W.T.Aiton subsp. incana",10.08267,42.617094,1784.124116,1974
"Silene mutabilis L.",10.301133,42.329475,1784.124116,1974
"Juniperus turbinata Guss.",10.0842,42.60619,1784.124116,1974
"Silene mutabilis L.",10.316667,42.333333,1784.124116,1974
"Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet",10.048413,42.584421,1784.124116,1974
"Pistacia lentiscus L.",10.048413,42.584421,1784.124116,1974
"Robinia pseudoacacia L.",10.180808,42.791858,1784.124116,1975
"Emerus major Mill. subsp. major",11.595979,43.780405,1784.124116,1975
"Centaurea arachnoidea Viv. subsp. arachnoidea",10.112225,44.084105,1784.124116,1975
"Oreoherzogia glaucophylla (Sommier) W.Vent",10.310592,43.992254,1784.124116,1975
"Rhinanthus apuanus Soldano",10.195909,44.109555,1784.124116,1976
"Centaurea aplolepa Moretti subsp. carueliana (Micheletti) Dostál",11.088867,43.922822,1784.124116,1976
"Daphne sericea Vahl",11.164416,42.393684,1784.124116,1976
"Clematis vitalba L.",10.625485,43.878128,1784.124116,1976
"Laburnum anagyroides Medik. subsp. anagyroides",11.354507,43.898539,1784.124116,1976
"Rhinanthus apuanus Soldano",10.195909,44.109555,1784.124116,1977
"Centaurea montis-borlae Soldano",10.14076,44.115105,1784.124116,1977
"Lactuca macrophylla (Willd.) A.Gray",11.59424,43.714277,1784.124116,1977
"Sinapis alba L. subsp. alba",10.601356,43.793409,1784.124116,1977
"Cneorum tricoccon L.",11.09814,42.25559,1784.124116,1977
"Cneorum tricoccon L.",11.09814,42.25559,1784.124116,1977
"Oenothera chicaginensis de Vries ex Renner & Cleland",10.227068,43.888742,1784.124116,1977
"Erysimum maremmanum Peccenini & Polatschek",11.09554,42.63532,1784.124116,1977
"Persicaria hydropiper (L.) Delarbre",10.601356,43.793409,1784.124116,1977
"Ranunculus lanuginosus L.",10.601356,43.793409,1784.124116,1977
"Urtica dioica L. subsp. dioica",10.601356,43.793409,1784.124116,1977
"Aristolochia clematitis L.",10.601356,43.793409,1784.124116,1977
"Lolium temulentum L.",10.601356,43.793409,1784.124116,1977
"Poa trivialis L.",10.601356,43.793409,1784.124116,1977
"Convolvulus sepium L.",10.601356,43.793409,1784.124116,1977
"Lonicera implexa Aiton subsp. implexa",10.45458,43.79292,1784.124116,1977
"Phragmites australis (Cav.) Trin. ex Steud. subsp. australis",10.601356,43.793409,1784.124116,1977
"Juniperus macrocarpa Sm.",10.157429,43.983541,1784.124116,1977
"Cistus salviifolius L.",10.45458,43.79292,1784.124116,1977
"Sporobolus pumilus (Roth) P.M.Peterson & Saarela",10.119153,43.996371,1784.124116,1977
"Leucojum vernum L.",10.23099,43.990505,1784.124116,1977
"Bellardiochloa variegata (Lam.) Kerguélen subsp. variegata",10.601356,43.793409,1784.124116,1977
"Cornus sanguinea L. subsp. hungarica (Kárpáti) Soó",10.608104,43.765414,1784.124116,1977
"Glyceria maxima (Hartm.) Holmb. subsp. maxima",10.601356,43.793409,1784.124116,1977
"Convolvulus arvensis L.",10.601356,43.793409,1784.124116,1977
"Opuntia monacantha (Willd.) Haw.",10.319839,42.810892,1784.124116,1977
"Rhynchospora alba (L.) Vahl",10.475286,43.784231,1784.124116,1977
"Thalictrum flavum L.",10.601356,43.793409,1784.124116,1977
"Alnus glutinosa (L.) Gaertn.",10.34016,42.791581,1784.124116,1977
"Rhinanthus apuanus Soldano",10.117077,44.110457,1784.124116,1977
"Populus nigra L. subsp. nigra",10.364302,42.805268,1784.124116,1977
"Centaurea montis-borlae Soldano",10.14076,44.115105,1784.124116,1977
"Cistus creticus L. subsp. eriocephalus (Viv.) Greuter & Burdet",11.143729,42.377712,1784.124116,1977
"Trollius europaeus L.",10.383682,44.205667,1784.124116,1978
"Foeniculum vulgare Mill. subsp. vulgare",10.582483,43.729392,1784.124116,1978
"Rhinanthus apuanus Soldano",10.195909,44.109555,1784.124116,1978
"Molinia caerulea (L.) Moench",10.475286,43.784231,1784.124116,1978
"Equisetum telmateia Ehrh.",10.571995,43.68663,1784.124116,1978
"Pinus pinaster Aiton",10.525488,43.765869,1784.124116,1978
"Pinus pinaster Aiton",10.571995,43.68663,1784.124116,1978
"Centaurea arachnoidea Viv. subsp. arachnoidea",10.112225,44.084105,1784.124116,1978
"Biscutella apuana Raffaelli",10.112225,44.084105,1784.124116,1978
"Cupressus sempervirens L.",10.424185,43.787862,1784.124116,1978
"Cupressus sempervirens L.",10.571995,43.68663,1784.124116,1978
"Populus alba L.",10.424185,43.787862,1784.124116,1978
"Populus alba L.",10.424185,43.787862,1784.124116,1978
"Asplenium adiantum-nigrum L. subsp. adiantum-nigrum",10.525488,43.765869,1784.124116,1978
"Populus alba L.",10.424185,43.787862,1784.124116,1978
"Populus alba L.",10.424185,43.787862,1784.124116,1978
"Parietaria judaica L.",10.421968,43.803303,1784.124116,1978
"Quercus pubescens Willd. subsp. pubescens",10.582483,43.729392,1784.124116,1978
"Parietaria judaica L.",10.582483,43.729392,1784.124116,1978
"Parietaria judaica L.",10.525488,43.765869,1784.124116,1978
"Parietaria judaica L.",10.571995,43.68663,1784.124116,1978
"Urtica dioica L. subsp. dioica",10.582483,43.729392,1784.124116,1978
"Urtica membranacea Poir. ex Savigny",10.582483,43.729392,1784.124116,1978
"Urtica dioica L. subsp. dioica",10.424185,43.787862,1784.124116,1978
"Urtica dioica L. subsp. dioica",10.421968,43.803303,1784.124116,1978
"Urtica membranacea Poir. ex Savigny",10.424185,43.787862,1784.124116,1978
"Urtica dioica L. subsp. dioica",10.525488,43.765869,1784.124116,1978
"Urtica dioica L. subsp. dioica",10.571995,43.68663,1784.124116,1978
"Urtica membranacea Poir. ex Savigny",10.421968,43.803303,1784.124116,1978
"Urtica membranacea Poir. ex Savigny",10.525488,43.765869,1784.124116,1978
"Urtica membranacea Poir. ex Savigny",10.571995,43.68663,1784.124116,1978
"Helleborus viridis L. subsp. viridis",10.582483,43.729392,1784.124116,1978
"Helleborus viridis L. subsp. viridis",10.582483,43.729392,1784.124116,1978
"Laurus nobilis L.",10.582483,43.729392,1784.124116,1978
"Laurus nobilis L.",10.571995,43.68663,1784.124116,1978
"Chelidonium majus L.",10.582483,43.729392,1784.124116,1978
"Fumaria officinalis L. subsp. officinalis",10.582483,43.729392,1784.124116,1978
"Asplenium adiantum-nigrum L. subsp. adiantum-nigrum",10.525488,43.765869,1784.124116,1978
"Asplenium adiantum-nigrum L. subsp. adiantum-nigrum",10.525488,43.765869,1784.124116,1978
"Fumaria officinalis L. subsp. officinalis",10.582483,43.729392,1784.124116,1978
"Umbilicus rupestris (Salisb.) Dandy",10.582483,43.729392,1784.124116,1978
"Ruta chalepensis L.",10.571995,43.68663,1784.124116,1978
"Papaver argemone L. subsp. argemone",10.582483,43.729392,1784.124116,1978
"Ruta chalepensis L.",10.582483,43.729392,1784.124116,1978
"Papaver argemone L. subsp. argemone",10.424185,43.787862,1784.124116,1978
"Laurus nobilis L.",10.582483,43.729392,1784.124116,1978
"Crataegus monogyna Jacq.",10.582483,43.729392,1784.124116,1978
"Papaver argemone L. subsp. argemone",10.571995,43.68663,1784.124116,1978
"Ruta graveolens L.",10.582483,43.729392,1784.124116,1978
"Ruta graveolens L.",10.571995,43.68663,1784.124116,1978
"Malva sylvestris L.",10.421968,43.803303,1784.124116,1978
"Tilia tomentosa Moench",10.582483,43.729392,1784.124116,1978
"Papaver rhoeas L. subsp. rhoeas",10.582483,43.729392,1784.124116,1978
"Papaver rhoeas L. subsp. rhoeas",10.424185,43.787862,1784.124116,1978
"Tilia tomentosa Moench",10.571995,43.68663,1784.124116,1978
"Malva sylvestris L.",10.582483,43.729392,1784.124116,1978
"Malva sylvestris L.",10.525488,43.765869,1784.124116,1978
"Malva sylvestris L.",10.571995,43.68663,1784.124116,1978
"Papaver rhoeas L. subsp. rhoeas",10.571995,43.68663,1784.124116,1978
"Malva sylvestris L.",10.424185,43.787862,1784.124116,1978
"Lupinus albus L. subsp. albus",10.571995,43.68663,1784.124116,1978
"Hedera helix L. subsp. helix",10.525488,43.765869,1784.124116,1978
"Hedera helix L. subsp. helix",10.571995,43.68663,1784.124116,1978
"Gentiana asclepiadea L.",10.525488,43.765869,1784.124116,1978
"Borago officinalis L.",10.582483,43.729392,1784.124116,1978
"Mentha ×piperita L.",10.571995,43.68663,1784.124116,1978
"Helosciadium nodiflorum (L.) W.D.J.Koch",10.582483,43.729392,1784.124116,1978
"Centaurium erythraea Rafn subsp. erythraea",10.571995,43.68663,1784.124116,1978
"Papaver dubium L.",10.582483,43.729392,1784.124116,1978
"Verbena officinalis L.",10.582483,43.729392,1784.124116,1978
"Salvia rosmarinus Schleiden",10.582483,43.729392,1784.124116,1978
"Linum usitatissimum L. subsp. usitatissimum",10.571995,43.68663,1784.124116,1978
"Salvia rosmarinus Schleiden",10.424185,43.787862,1784.124116,1978
"Papaver dubium L.",10.424185,43.787862,1784.124116,1978
"Gentiana asclepiadea L.",10.582483,43.729392,1784.124116,1978
"Eucalyptus camaldulensis Dehnh.",10.582483,43.729392,1784.124116,1978
"Salvia rosmarinus Schleiden",10.421968,43.803303,1784.124116,1978
"Thymus vulgaris L. subsp. vulgaris",10.582483,43.729392,1784.124116,1978
"Matricaria chamomilla L.",10.582483,43.729392,1784.124116,1978
"Papaver dubium L.",10.571995,43.68663,1784.124116,1978
"Verbascum thapsus L. subsp. thapsus",10.582483,43.729392,1784.124116,1978
"Helminthotheca echioides (L.) Holub",10.571995,43.68663,1784.124116,1978
"Santolina chamaecyparissus L.",10.582483,43.729392,1784.124116,1978
"Myrtus communis L.",10.571995,43.68663,1784.124116,1978
"Helosciadium nodiflorum (L.) W.D.J.Koch",10.424185,43.787862,1784.124116,1978
"Salvia rosmarinus Schleiden",10.525488,43.765869,1784.124116,1978
"Thymus vulgaris L. subsp. vulgaris",10.571995,43.68663,1784.124116,1978
"Papaver hybridum L.",10.582483,43.729392,1784.124116,1978
"Lavandula angustifolia Mill. subsp. angustifolia",10.582483,43.729392,1784.124116,1978
"Salvia rosmarinus Schleiden",10.571995,43.68663,1784.124116,1978
"Tussilago farfara L.",10.571995,43.68663,1784.124116,1978
"Helosciadium nodiflorum (L.) W.D.J.Koch",10.421968,43.803303,1784.124116,1978
"Papaver hybridum L.",10.424185,43.787862,1784.124116,1978
"Matricaria chamomilla L.",10.424185,43.787862,1784.124116,1978
"Hedera helix L. subsp. helix",10.582483,43.729392,1784.124116,1978
"Papaver hybridum L.",10.571995,43.68663,1784.124116,1978
"Melissa officinalis L. subsp. altissima (Sm.) Arcang.",10.582483,43.729392,1784.124116,1978
"Verbascum thapsus L. subsp. thapsus",10.424185,43.787862,1784.124116,1978
"Matricaria chamomilla L.",10.421968,43.803303,1784.124116,1978
"Allium sativum L.",10.582483,43.729392,1784.124116,1978
"Helosciadium nodiflorum (L.) W.D.J.Koch",10.525488,43.765869,1784.124116,1978
"Verbascum thapsus L. subsp. thapsus",10.421968,43.803303,1784.124116,1978
"Helosciadium nodiflorum (L.) W.D.J.Koch",10.571995,43.68663,1784.124116,1978
"Mentha spicata L.",10.582483,43.729392,1784.124116,1978
"Matricaria chamomilla L.",10.525488,43.765869,1784.124116,1978
"Mentha spicata L.",10.571995,43.68663,1784.124116,1978
"Brassica oleracea L.",10.571995,43.68663,1784.124116,1978
"Salvia officinalis L. subsp. officinalis",10.582483,43.729392,1784.124116,1978
"Verbascum thapsus L. subsp. thapsus",10.525488,43.765869,1784.124116,1978
"Matricaria chamomilla L.",10.571995,43.68663,1784.124116,1978
"Mentha ×piperita L.",10.582483,43.729392,1784.124116,1978
"Verbascum thapsus L. subsp. thapsus",10.571995,43.68663,1784.124116,1978
"Allium sativum L.",10.571995,43.68663,1784.124116,1978
"Asparagus acutifolius L.",10.582483,43.729392,1784.124116,1978
"Salvia officinalis L. subsp. officinalis",10.424185,43.787862,1784.124116,1978
"Cichorium intybus L.",10.582483,43.729392,1784.124116,1978
"Foeniculum vulgare Mill. subsp. vulgare",10.424185,43.787862,1784.124116,1978
"Salvia officinalis L. subsp. officinalis",10.421968,43.803303,1784.124116,1978
"Plantago major L.",10.582483,43.729392,1784.124116,1978
"Oryza sativa L.",10.571995,43.68663,1784.124116,1978
"Olea europaea L. subsp. europaea",10.582483,43.729392,1784.124116,1978
"Salvia officinalis L. subsp. officinalis",10.525488,43.765869,1784.124116,1978
"Salvia officinalis L. subsp. officinalis",10.571995,43.68663,1784.124116,1978
"Cynodon dactylon (L.) Pers.",10.582483,43.729392,1784.124116,1978
"Plantago major L.",10.424185,43.787862,1784.124116,1978
"Olea europaea L. subsp. europaea",10.424185,43.787862,1784.124116,1978
"Plantago major L.",10.421968,43.803303,1784.124116,1978
"Olea europaea L. subsp. europaea",10.421968,43.803303,1784.124116,1978
"Plantago major L.",10.525488,43.765869,1784.124116,1978
"Cynodon dactylon (L.) Pers.",10.424185,43.787862,1784.124116,1978
"Olea europaea L. subsp. europaea",10.525488,43.765869,1784.124116,1978
"Plantago major L.",10.571995,43.68663,1784.124116,1978
"Olea europaea L. subsp. europaea",10.571995,43.68663,1784.124116,1978
"Cynodon dactylon (L.) Pers.",10.421968,43.803303,1784.124116,1978
"Cynodon dactylon (L.) Pers.",10.525488,43.765869,1784.124116,1978
"Plantago lanceolata L.",10.582483,43.729392,1784.124116,1978
"Cynodon dactylon (L.) Pers.",10.571995,43.68663,1784.124116,1978
"Sambucus nigra L.",10.582483,43.729392,1784.124116,1978
"Sambucus nigra L.",10.424185,43.787862,1784.124116,1978
"Sambucus nigra L.",10.421968,43.803303,1784.124116,1978
"Sambucus nigra L.",10.525488,43.765869,1784.124116,1978
"Serratula tinctoria L. subsp. tinctoria",10.475286,43.784231,1784.124116,1978
"Sambucus nigra L.",10.571995,43.68663,1784.124116,1978
"Biscutella apuana Raffaelli",10.112225,44.084105,1784.124116,1978
"Carex pairae F.W.Schultz",10.475286,43.784231,1784.124116,1978
"Juncus subnodulosus Schrank",10.475286,43.784231,1784.124116,1978
"Erica scoparia L. subsp. scoparia",10.475286,43.784231,1784.124116,1978
"Osmunda regalis L.",10.226628,44.003954,1784.124116,1978
"Pteridium aquilinum (L.) Kuhn subsp. aquilinum",10.475286,43.784231,1784.124116,1978
"Onosma echioides (L.) L. subsp. echioides",11.099103,42.403427,1784.124116,1978
"Pinus pinaster Aiton",10.475286,43.784231,1784.124116,1978
"Potentilla erecta (L.) Raeusch.",10.475286,43.784231,1784.124116,1978
"Schoenus nigricans L.",10.475286,43.784231,1784.124116,1978
"Utricularia minor L.",10.475286,43.784231,1784.124116,1978
"Anemonoides nemorosa (L.) Holub",10.475286,43.784231,1784.124116,1978
"Drosera rotundifolia L.",10.475286,43.784231,1784.124116,1978
"Drosera intermedia Hayne",10.475286,43.784231,1784.124116,1978
"Azolla filiculoides Lam.",10.212311,43.913939,1784.124116,1978
"Potamogeton polygonifolius Pourr.",10.475286,43.784231,1784.124116,1978
"Centaurea montis-borlae Soldano",10.14076,44.115105,1784.124116,1978
"Ulex europaeus L. subsp. europaeus",10.475286,43.784231,1784.124116,1978
"Osmunda regalis L.",10.475286,43.784231,1784.124116,1978
"Struthiopteris spicant (L.) Weiss",10.475286,43.784231,1784.124116,1978
"Carex distans L.",10.475286,43.784231,1784.124116,1978
"Danthonia decumbens (L.) DC. subsp. decumbens",10.475286,43.784231,1784.124116,1978
"Galium minutulum Jord.",9.83688,43.03494,1784.124116,1978
"Galium minutulum Jord.",9.80771,43.04613,1784.124116,1978
"Galium minutulum Jord.",9.810108,43.040637,1784.124116,1978
"Galium parisiense L.",9.83688,43.03494,1784.124116,1978
"Aquilegia atrata W.D.J.Koch",10.09759,44.12433,1784.124116,1978
"Juniperus macrocarpa Sm.",10.330219,43.476621,1784.124116,1978
"Juniperus macrocarpa Sm.",10.119153,43.996371,1784.124116,1978
"Daphne laureola L.",11.933169,43.712359,1784.124116,1978
"Centaurea aplolepa Moretti subsp. subciliata (DC.) Arcang.",10.119153,43.996371,1784.124116,1978
"Diphasiastrum tristachyum (Pursh) Holub",10.226632,43.993248,1784.124116,1978
"Artemisia vulgaris L.",10.582483,43.729392,1784.124116,1978
"Gentiana pneumonanthe L. subsp. pneumonanthe",10.475286,43.784231,1784.124116,1978
"Cornus sanguinea L. subsp. hungarica (Kárpáti) Soó",10.475286,43.784231,1784.124116,1978
"Tradescantia fluminensis Velloso",10.15032,44.037683,1784.124116,1978
"Rhynchospora alba (L.) Vahl",10.475286,43.784231,1784.124116,1978
"Clinopodium nepeta (L.) Kuntze subsp. nepeta",10.571995,43.68663,1784.124116,1978
"Juncus effusus L. subsp. effusus",10.475286,43.784231,1784.124116,1978
"Genista monspessulana (L.) L.Johnson",10.475286,43.784231,1784.124116,1978
"Alnus glutinosa (L.) Gaertn.",10.475286,43.784231,1784.124116,1978
"Calluna vulgaris (L.) Hull",10.475286,43.784231,1784.124116,1978
"Frangula alnus Mill. subsp. alnus",10.475286,43.784231,1784.124116,1978
"Arbutus unedo L.",10.475286,43.784231,1784.124116,1978
"Eleocharis multicaulis (Sm.) Desv.",10.475286,43.784231,1784.124116,1978
"Aquilegia dumeticola Jord.",10.690232,44.114743,1784.124116,1979
"Plantago maritima L. subsp. maritima",10.832173,43.429287,1784.124116,1979
"Trollius europaeus L.",10.383682,44.205667,1784.124116,1979
"Pseudofumaria alba (Mill.) Lidén subsp. alba",10.365491,44.215338,1784.124116,1979
"Allium sativum L.",10.466806,43.819125,1784.124116,1979
"Utricularia australis R.Br.",11.964798,43.054966,1784.124116,1979
"Cupressus sempervirens L.",10.466806,43.819125,1784.124116,1979
"Urtica dioica L. subsp. dioica",10.466806,43.819125,1784.124116,1979
"Aquilegia dumeticola Jord.",10.690232,44.114743,1784.124116,1979
"Urtica membranacea Poir. ex Savigny",10.466806,43.819125,1784.124116,1979
"Ruta chalepensis L.",10.466806,43.819125,1784.124116,1979
"Helosciadium nodiflorum (L.) W.D.J.Koch",10.466806,43.819125,1784.124116,1979
"Ruta graveolens L.",10.466806,43.819125,1784.124116,1979
"Malva sylvestris L.",10.466806,43.819125,1784.124116,1979
"Papaver somniferum L.",11.635691,43.581182,1784.124116,1979
"Urtica dioica L. subsp. dioica",10.505083,43.803411,1784.124116,1979
"Urtica membranacea Poir. ex Savigny",10.505083,43.803411,1784.124116,1979
"Urtica dioica L. subsp. dioica",10.608104,43.765414,1784.124116,1979
"Urtica membranacea Poir. ex Savigny",10.608104,43.765414,1784.124116,1979
"Urtica dioica L. subsp. dioica",10.434015,43.828762,1784.124116,1979
"Urtica membranacea Poir. ex Savigny",10.434015,43.828762,1784.124116,1979
"Urtica dioica L. subsp. dioica",10.455723,43.834691,1784.124116,1979
"Urtica membranacea Poir. ex Savigny",10.455723,43.834691,1784.124116,1979
"Solanum tuberosum L.",10.505083,43.803411,1784.124116,1979
"Urtica dioica L. subsp. dioica",10.5444,43.804586,1784.124116,1979
"Urtica membranacea Poir. ex Savigny",10.5444,43.804586,1784.124116,1979
"Solanum tuberosum L.",10.608104,43.765414,1784.124116,1979
"Urtica dioica L. subsp. dioica",10.447245,43.838228,1784.124116,1979
"Urtica membranacea Poir. ex Savigny",10.447245,43.838228,1784.124116,1979
"Solanum tuberosum L.",10.608104,43.765414,1784.124116,1979
"Solanum tuberosum L.",10.434015,43.828762,1784.124116,1979
"Solanum tuberosum L.",10.5444,43.804586,1784.124116,1979
"Rumex crispus L.",10.505083,43.803411,1784.124116,1979
"Verbascum thapsus L. subsp. thapsus",10.505083,43.803411,1784.124116,1979
"Rumex crispus L.",10.608104,43.765414,1784.124116,1979
"Verbascum thapsus L. subsp. thapsus",10.608104,43.765414,1784.124116,1979
"Verbascum thapsus L. subsp. thapsus",10.434015,43.828762,1784.124116,1979
"Verbascum thapsus L. subsp. thapsus",10.455723,43.834691,1784.124116,1979
"Verbascum thapsus L. subsp. thapsus",10.5444,43.804586,1784.124116,1979
"Clematis vitalba L.",10.434015,43.828762,1784.124116,1979
"Verbascum thapsus L. subsp. thapsus",10.447245,43.838228,1784.124116,1979
"Laurus nobilis L.",10.434015,43.828762,1784.124116,1979
"Papaver argemone L. subsp. argemone",10.505083,43.803411,1784.124116,1979
"Papaver argemone L. subsp. argemone",10.608104,43.765414,1784.124116,1979
"Verbascum thapsus L. subsp. thapsus",10.466806,43.819125,1784.124116,1979
"Plantago major L.",10.505083,43.803411,1784.124116,1979
"Papaver argemone L. subsp. argemone",10.5444,43.804586,1784.124116,1979
"Plantago major L.",10.608104,43.765414,1784.124116,1979
"Plantago major L.",10.434015,43.828762,1784.124116,1979
"Papaver rhoeas L. subsp. rhoeas",10.505083,43.803411,1784.124116,1979
"Papaver rhoeas L. subsp. rhoeas",10.608104,43.765414,1784.124116,1979
"Plantago major L.",10.455723,43.834691,1784.124116,1979
"Papaver rhoeas L. subsp. rhoeas",10.5444,43.804586,1784.124116,1979
"Plantago major L.",10.5444,43.804586,1784.124116,1979
"Papaver dubium L.",10.505083,43.803411,1784.124116,1979
"Plantago major L.",10.447245,43.838228,1784.124116,1979
"Papaver dubium L.",10.5444,43.804586,1784.124116,1979
"Papaver hybridum L.",10.505083,43.803411,1784.124116,1979
"Papaver hybridum L.",10.608104,43.765414,1784.124116,1979
"Papaver hybridum L.",10.5444,43.804586,1784.124116,1979
"Brassica rapa L. subsp. campestris (L.) Clapham",10.434015,43.828762,1784.124116,1979
"Brassica oleracea L.",10.434015,43.828762,1784.124116,1979
"Borago officinalis L.",10.5444,43.804586,1784.124116,1979
"Plantago major L.",10.466806,43.819125,1784.124116,1979
"Borago officinalis L.",10.434015,43.828762,1784.124116,1979
"Sambucus nigra L.",10.505083,43.803411,1784.124116,1979
"Brassica oleracea L.",10.5444,43.804586,1784.124116,1979
"Sambucus nigra L.",10.608104,43.765414,1784.124116,1979
"Sambucus nigra L.",10.434015,43.828762,1784.124116,1979
"Verbena officinalis L.",10.455723,43.834691,1784.124116,1979
"Verbena officinalis L.",10.447245,43.838228,1784.124116,1979
"Sambucus nigra L.",10.455723,43.834691,1784.124116,1979
