"Taxon","Long","Lat","uncertainty","year"
"Periploca graeca L.",10.360987,43.490844,300,2017
"Hermodactylus tuberosus (L.) Mill.",11.319456,43.340942,300,1858
"Schoenus nigricans L.",11.620546,43.031008,300,1860
"Hermodactylus tuberosus (L.) Mill.",11.040726,43.470033,300,1898
"Lepidium draba L. subsp. draba",11.438452,43.355791,300,1981
"Lepidium draba L. subsp. draba",11.430154,43.327691,300,1986
"Lepidium draba L. subsp. draba",11.269834,43.519416,300,1990
"Chelidonium majus L.",11.64991,42.8842,300,1994
"Cerastium holosteoides Fr.",11.63828,42.90324,300,1994
"Abies alba Mill.",11.64083,42.93104,300,1994
"Aristolochia lutea Desf.",11.57584,42.86769,300,1994
"Aristolochia lutea Desf.",11.57606,42.88573,300,1994
"Anemonoides nemorosa (L.) Holub",11.63828,42.90324,300,1994
"Asarum europaeum L.",11.65038,42.90231,300,1994
"Anemonoides ranunculoides (L.) Holub",11.63828,42.90324,300,1994
"Anemonoides ranunculoides (L.) Holub",11.65038,42.90231,300,1994
"Actaea spicata L.",11.6391,42.91984,300,1994
"Aristolochia lutea Desf.",11.6391,42.91984,300,1994
"Aristolochia lutea Desf.",11.6391,42.91984,300,1994
"Aristolochia lutea Desf.",11.65027,42.89279,300,1994
"Anemonoides nemorosa (L.) Holub",11.57606,42.88573,300,1994
"Anemonoides nemorosa (L.) Holub",11.64083,42.93104,300,1994
"Anemonoides nemorosa (L.) Holub",11.6391,42.91984,300,1994
"Anemonoides nemorosa (L.) Holub",11.65038,42.90231,300,1994
"Carpinus betulus L.",11.6391,42.91984,300,1994
"Castanea sativa Mill.",11.55174,42.89486,300,1994
"Arenaria serpyllifolia L. subsp. serpyllifolia",11.55174,42.89486,300,1994
"Cerastium arvense L. subsp. arvense",11.56477,42.8594,300,1994
"Cerastium holosteoides Fr.",11.56477,42.8594,300,1994
"Cerastium holosteoides Fr.",11.65038,42.90231,300,1994
"Chelidonium majus L.",11.6391,42.91984,300,1994
"Chelidonium majus L.",11.64083,42.93104,300,1994
"Moehringia trinervia (L.) Clairv.",11.65027,42.89279,300,1994
"Fumaria officinalis L. subsp. officinalis",11.57584,42.86769,300,1994
"Papaver rhoeas L. subsp. rhoeas",11.57584,42.86769,300,1994
"Picea abies (L.) H.Karst.",11.62678,42.9029,300,1994
"Ranunculus lanuginosus L.",11.62489,42.89376,300,1994
"Thalictrum aquilegiifolium L. subsp. aquilegiifolium",11.6391,42.91984,300,1994
"Thalictrum lucidum L.",11.65038,42.90231,300,1994
"Urtica dioica L. subsp. dioica",11.65027,42.89279,300,1994
"Urtica dioica L. subsp. dioica",11.6391,42.91984,300,1994
"Aquilegia dumeticola Jord.",11.65038,42.90231,300,1994
"Helleborus viridis L. subsp. bocconei (Ten.) Peruzzi",11.64083,42.93104,300,1994
"Ficaria verna Huds. subsp. verna",11.64083,42.93104,300,1994
"Chelidonium majus L.",11.65027,42.89279,300,1994
"Aquilegia dumeticola Jord.",11.65027,42.89279,300,1994
"Cerastium arvense L. subsp. arvense",11.64083,42.93104,1000,1994
"Fagus sylvatica L. subsp. sylvatica",11.61416,42.90338,1000,1994
"Fagus sylvatica L. subsp. sylvatica",11.62489,42.89376,1000,1994
"Corydalis cava (L.) Schweigg. & Körte subsp. cava",11.65038,42.90231,1000,1994
"Ranunculus lanuginosus L.",11.64083,42.93104,1000,1994
"Ranunculus repens L.",11.64083,42.93104,1000,1994
"Stellaria media (L.) Vill. subsp. media",11.64083,42.93104,1000,1994
"Thalictrum aquilegiifolium L. subsp. aquilegiifolium",11.64083,42.93104,1000,1994
"Thalictrum lucidum L.",11.65027,42.89279,1000,1994
"Aquilegia dumeticola Jord.",11.63828,42.90324,1000,1994
"Aquilegia dumeticola Jord.",11.57584,42.86769,1000,1994
"Juniperus communis L.",11.63828,42.90324,1000,1994
"Juniperus communis L.",11.65038,42.90231,1000,1994
"Rosa balsamica Besser",11.01215,44.0857,1000,2001
"Gleditsia triacanthos L.",11.469652,43.159769,1000,2011
"Viola ferrarinii Moraldo & Ricceri",10.252275,44.071961,1000,2011
"Isatis tinctoria L. subsp. tinctoria",11.250498,43.248556,1000,2014
"Setaria parviflora (Poir.) Kerguélen",10.33712,43.71935,1000,2014
"Persicaria orientalis (L.) Spach",11.829284,43.432544,1000,2015
"Quercus petraea (Matt.) Liebl. subsp. petraea",11.829288,43.43982,1000,2015
"Pyracantha coccinea M.Roem.",10.497561,43.797397,1000,2015
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.67659,43.74182,1000,2015
"Succisa pratensis Moench",10.68153,43.74196,1000,2015
"Sixalix atropurpurea (L.) Greuter & Burdet",10.67659,43.74182,1000,2015
"Hieracium sabaudum L.",10.67659,43.74182,1000,2015
"Galinsoga quadriradiata Ruiz & Pav.",10.67659,43.74182,1000,2015
"Oenothera glazioviana Micheli",11.29773,43.279754,1000,2015
"Paronychia echinulata Chater",10.33784,43.71731,1000,2015
"Aphanes australis Rydb.",10.33784,43.71731,1000,2015
"Romulea columnae Sebast. & Mauri",10.44311111,43.36236111,1000,2016
"Romulea columnae Sebast. & Mauri",10.41391667,43.40280556,1000,2016
"Romulea columnae Sebast. & Mauri",10.41302778,43.40575,1000,2016
"Phleum rhaeticum (Humphries) Rauschert",11.57753,43.72245,1000,2016
"Romulea bulbocodium (L.) Sebast. & Mauri",10.44311111,43.36236111,1000,2016
"Romulea bulbocodium (L.) Sebast. & Mauri",10.41391667,43.40280556,1000,2016
"Romulea ramiflora Ten. subsp. ramiflora",10.41302778,43.40575,1000,2016
"Carlina corymbosa L.",11.400048,42.397249,1000,2016
"Mirabilis jalapa L.",11.813275,43.445741,1000,2016
"Pallenis spinosa (L.) Cass. subsp. spinosa",11.400048,42.397249,1000,2016
"Carex depauperata Curtis ex With.",11.229694,43.281807,1000,2016
"Centaurea solstitialis L. subsp. solstitialis",11.400048,42.397249,1000,2016
"Stuckenia pectinata (L.) Börner",11.400577,42.398507,1000,2016
"Crocus etruscus Parl.",11.184677,43.320314,1000,2016
"Tristagma uniflorum (Lindl.) Traub",11.378964,42.397789,1000,2016
"Orobanche litorea Guss.",10.289444,43.609159,1000,2016
"Oenothera glazioviana Micheli",11.29773,43.279754,1000,2016
"Convolvulus siculus L. subsp. siculus",10.30046,42.32862,1000,2016
"Equisetum ramosissimum Desf. subsp. ramosissimum",10.30574,42.33047,1000,2016
"Rhagadiolus stellatus (L.) Gaertn.",10.31222,42.33089,1000,2016
"Cardamine parviflora L.",10.62573,43.751,1000,2016
"Paronychia echinulata Chater",10.5,42.933982,1000,2016
"Silybum marianum (L.) Gaertn.",10.31222,42.33089,1000,2016
"Rorippa prostrata (J.P.Bergeret) Schinz & Thell.",10.62573,43.751,1000,2016
"Alisma lanceolatum With.",10.63284,43.79974,1000,2016
"Lindernia dubia (L.) Pennell",10.62573,43.751,1000,2016
"Phedimus stellatus (L.) Raf.",11.830907,43.438334,1000,2017
"Erica multiflora L. subsp. multiflora",10.92689,43.47803,1000,2017
"Gagea tisoniana Peruzzi, Bartolucci, Frignani & Minut.",10.62452,43.0944,1000,2017
"Schoenus nigricans L.",11.314065,43.141519,1000,2017
"Lepidium draba L. subsp. draba",11.166881,43.378036,1000,2017
"Hermodactylus tuberosus (L.) Mill.",11.221741,43.390506,1000,2017
"Nicotiana alata Link & Otto",10.090317,42.585096,1000,2017
"Euphorbia lathyris L.",11.16041,43.46616,1000,2017
"Iris florentina L.",10.338973,43.721311,1000,2017
"Linaria pelisseriana (L.) Mill.",12.04323,43.66757,1000,1860
"Aruncus dioicus (Walter) Fernald",10.66575,43.885391,1000,1860
"Moltkia suffruticosa (L.) Brand subsp. bigazziana Peruzzi & Soldano",10.340632,43.976024,1000,1908
"Artemisia absinthium L.",10.407486,43.73222,1000,2001
"Cirsium arvense (L.) Scop.",10.407486,43.73222,1000,2001
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.407486,43.73222,1000,2001
"Cupressus sempervirens L.",10.407486,43.73222,1000,2001
"Echium vulgare L. subsp. vulgare",10.407486,43.73222,1000,2001
"Sambucus nigra L.",10.407486,43.73222,1000,2001
"Juniperus communis L.",10.407486,43.73222,1000,2001
"Mercurialis annua L.",10.407486,43.73222,1000,2001
"Echinochloa crus-galli (L.) P.Beauv. subsp. crus-galli",10.407486,43.73222,1000,2001
"Phragmites australis (Cav.) Trin. ex Steud. subsp. australis",10.407486,43.73222,1000,2001
"Avena sativa L. subsp. sativa",10.407486,43.73222,1000,2001
"Triticum aestivum L.",10.407486,43.73222,1000,2001
"Hypericum perforatum L. subsp. perforatum",10.407486,43.73222,1000,2001
"Mentha aquatica L. subsp. aquatica",10.407486,43.73222,1000,2001
"Mentha pulegium L. subsp. pulegium",10.407486,43.73222,1000,2001
"Robinia pseudoacacia L.",10.407486,43.73222,1000,2001
"Allium sativum L.",10.407486,43.73222,1000,2001
"Linum usitatissimum L. subsp. usitatissimum",10.407486,43.73222,1000,2001
"Althaea officinalis L.",10.407486,43.73222,1000,2001
"Malva sylvestris L.",10.407486,43.73222,1000,2001
"Morus nigra L.",10.407486,43.73222,1000,2001
"Fraxinus ornus L. subsp. ornus",10.407486,43.73222,1000,2001
"Olea europaea L. subsp. europaea",10.407486,43.73222,1000,2001
"Plantago major L.",10.407486,43.73222,1000,2001
"Rumex acetosa L. subsp. acetosa",10.407486,43.73222,1000,2001
"Clematis vitalba L.",10.407486,43.73222,1000,2001
"Rumex crispus L.",10.407486,43.73222,1000,2001
"Helleborus foetidus L. subsp. foetidus",10.407486,43.73222,1000,2001
"Helleborus viridis L. subsp. viridis",10.407486,43.73222,1000,2001
"Potentilla reptans L.",10.407486,43.73222,1000,2001
"Ruta chalepensis L.",10.407486,43.73222,1000,2001
"Populus nigra L. subsp. nigra",10.407486,43.73222,1000,2001
"Salix alba L.",10.407486,43.73222,1000,2001
"Ulmus minor Mill. subsp. minor",10.407486,43.73222,1000,2001
"Angelica sylvestris L. subsp. sylvestris",10.407486,43.73222,1000,2001
"Foeniculum vulgare Mill. subsp. vulgare",10.407486,43.73222,1000,2001
"Urtica membranacea Poir. ex Savigny",10.407486,43.73222,1000,2001
"Vitis vinifera L.",10.407486,43.73222,1000,2001
"Allium cepa L.",10.407486,43.73222,1000,2014
"Apium graveolens L.",10.407486,43.73222,1000,2014
"Bellis perennis L.",10.407486,43.73222,1000,2014
"Borago officinalis L.",10.407486,43.73222,1000,2014
"Brassica oleracea L.",10.407486,43.73222,1000,2014
"Clinopodium nepeta (L.) Kuntze subsp. nepeta",10.407486,43.73222,1000,2014
"Cucurbita pepo L.",10.407486,43.73222,1000,2014
"Daucus carota L. subsp. sativus (Hoffm.) Schübl. & G. Martens",10.407486,43.73222,1000,2014
"Foeniculum vulgare Mill. subsp. vulgare",10.407486,43.73222,1000,2014
"Laurus nobilis L.",10.407486,43.73222,1000,2014
"Mentha pulegium L. subsp. pulegium",10.407486,43.73222,564.1895835,2014
"Oenanthe pimpinelloides L.",10.407486,43.73222,564.1895835,2014
"Origanum vulgare L. subsp. vulgare",10.407486,43.73222,564.1895835,2014
"Plantago lanceolata L.",10.407486,43.73222,564.1895835,2014
"Raphanus raphanistrum L. subsp. raphanistrum",10.407486,43.73222,564.1895835,2014
"Rumex crispus L.",10.407486,43.73222,564.1895835,2014
"Salvia pratensis L. subsp. pratensis",10.407486,43.73222,564.1895835,2014
"Poterium sanguisorba L. subsp. sanguisorba",10.407486,43.73222,564.1895835,2014
"Jacobaea erratica (Bertol.) Fourr.",10.407486,43.73222,564.1895835,2014
"Sonchus oleraceus L.",10.407486,43.73222,564.1895835,2014
"Taraxacum F.H.Wigg. sect. Taraxacum",10.407486,43.73222,564.1895835,2014
"Thymus vulgaris L. subsp. vulgaris",10.407486,43.73222,564.1895835,2014
"Urtica dioica L. subsp. dioica",10.407486,43.73222,564.1895835,2014
"Allium porrum L.",10.407486,43.73222,564.1895835,2014
"Musa basjoo Siebold & Zucc. ex Iinuma",10.139866,44.035236,564.1895835,2017
"Lamium purpureum L.",10.685639,43.898115,564.1895835,1797
"Anemone coronaria L.",10.692761,43.90925,564.1895835,1797
"Euphorbia lathyris L.",10.692761,43.90925,564.1895835,1797
"Aquilegia bertolonii Schott",10.117077,44.110457,564.1895835,1810
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1842
"Adonis annua L.",11.343681,43.290185,564.1895835,1855
"Adonis annua L.",11.343681,43.290185,564.1895835,1855
"Polygala flavescens DC. subsp. flavescens",10.492546,42.988332,564.1895835,1856
"Aquilegia lucensis E.Nardi",9.991193,44.410382,564.1895835,1858
"Aquilegia lucensis E.Nardi",9.991193,44.410382,564.1895835,1858
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1859
"Festuca stricta Host subsp. trachyphylla (Hack.) Patzke ex Pils",11.62387848,42.88778801,564.1895835,1860
"Oreoselinum nigrum Delarbre",12.151441,43.666786,564.1895835,1860
"Primula apennina Widmer",9.991193,44.410382,564.1895835,1860
"Antennaria dioica (L.) Gaertn.",10.45458,43.79292,564.1895835,1860
"Lathyrus annuus L.",10.37051,43.862202,564.1895835,1860
"Spartium junceum L.",10.170711,44.000943,564.1895835,1860
"Astragalus glycyphyllos L.",11.004385,43.12643,564.1895835,1860
"Trifolium rubens L.",10.454402,43.792864,564.1895835,1860
"Medicago marina L.",10.268796,43.779863,564.1895835,1860
"Astragalus depressus L. subsp. depressus",10.609843,44.104943,564.1895835,1860
"Nardus stricta L.",11.62387848,42.88778801,564.1895835,1860
"Trifolium lappaceum L.",11.34463,43.289123,564.1895835,1860
"Pyrola minor L.",10.21591,44.297866,564.1895835,1860
"Vicia lathyroides L.",11.283791,43.809223,564.1895835,1860
"Ulex europaeus L. subsp. europaeus",10.533278,43.539276,564.1895835,1860
"Ludwigia palustris (L.) Elliott",10.67765586,44.0344787,564.1895835,1860
"Trifolium scabrum L. subsp. scabrum",10.346334,43.984681,564.1895835,1860
"Ononis natrix L. subsp. natrix",10.668841,44.038339,564.1895835,1860
"Borago officinalis L.",10.211193,43.989759,564.1895835,1860
"Lupinus angustifolius L.",11.159683,42.646954,564.1895835,1860
"Medicago turbinata (L.) All.",10.305976,43.529555,564.1895835,1860
"Medicago minima (L.) L.",10.668841,44.038339,564.1895835,1860
"Trigonella sulcata (Desf.) Coulot & Rabaute",10.466806,43.819125,564.1895835,1860
"Lathyrus clymenum L.",11.041627,42.845322,564.1895835,1860
"Lathyrus nissolia L.",10.604068,44.069357,564.1895835,1860
"Lathyrus sphaericus Retz.",10.604068,44.069357,564.1895835,1860
"Cytisophyllum sessilifolium (L.) O.Lang",11.374774,43.752877,564.1895835,1860
"Trifolium ligusticum Balb. ex Loisel.",10.826543,43.807348,564.1895835,1860
"Trifolium hirtum All.",11.195835,43.750485,564.1895835,1860
"Trifolium michelianum Savi",10.350938,43.743906,564.1895835,1860
"Cytisus spinosus (L.) Lam.",10.571995,43.68663,564.1895835,1860
"Ornithopus perpusillus L.",10.5444,43.804586,564.1895835,1860
"Astragalus muelleri Steud. & Hochst. subsp. etruscus Peruzzi, Gestri & Pierini",11.154052,42.816231,564.1895835,1860
"Laburnum anagyroides Medik. subsp. anagyroides",10.597442,43.895035,564.1895835,1860
"Cytisus hirsutus L.",10.625485,43.878128,564.1895835,1860
"Vicia incana Gouan",10.680468,44.050344,564.1895835,1860
"Scorzonera austriaca Willd.",9.991193,44.410382,564.1895835,1860
"Lathyrus linifolius (Reichard) Bässler",11.004385,43.12643,564.1895835,1860
"Cytisus scoparius (L.) Link subsp. scoparius",11.626793,43.229664,564.1895835,1860
"Genista monspessulana (L.) L.Johnson",10.22278,43.988515,564.1895835,1860
"Lupinus gussoneanus Agardh",10.377139,42.756789,564.1895835,1860
"Trifolium echinatum M.Bieb.",11.264632,43.758994,564.1895835,1860
"Genista januensis Viv. subsp. januensis",11.215814,43.838429,564.1895835,1860
"Polygala nicaeensis W.D.J.Koch subsp. italiana (Chodat) Arrigoni",10.45458,43.79292,564.1895835,1860
"Spartium junceum L.",10.292926,44.004987,564.1895835,1860
"Ornithopus perpusillus L.",10.826543,43.807348,564.1895835,1860
"Ononis spinosa L. subsp. spinosa",11.52545,42.82074,564.1895835,1860
"Trigonella wojciechowskii Coulot & Rabaute",11.143729,42.377712,564.1895835,1860
"Spartium junceum L.",11.619234,43.028884,564.1895835,1860
"Emerus major Mill. subsp. major",11.626793,43.229664,564.1895835,1860
"Lotus cytisoides L.",10.492546,42.988332,564.1895835,1860
"Lathyrus ochrus (L.) DC.",10.93267,42.769771,564.1895835,1860
"Vicia melanops Sm.",11.283791,43.809223,564.1895835,1860
"Cytisus villosus Pourr.",10.826543,43.807348,564.1895835,1860
"Polygala flavescens DC. subsp. flavescens",10.492546,42.988332,564.1895835,1860
"Lathyrus sativus L.",11.444905,43.191023,564.1895835,1860
"Medicago intertexta (L.) Mill.",11.34463,43.289123,564.1895835,1860
"Trifolium lappaceum L.",10.507875,43.886214,564.1895835,1860
"Trifolium patens Schreb.",10.304008,43.566331,564.1895835,1860
"Cytisus laniger DC.",11.13128,42.555723,564.1895835,1860
"Genista januensis Viv. subsp. januensis",10.454402,43.792864,564.1895835,1860
"Trifolium rubens L.",10.507875,43.886214,564.1895835,1860
"Ornithopus perpusillus L.",10.525488,43.765869,564.1895835,1860
"Ornithopus perpusillus L.",10.549856,43.794152,564.1895835,1860
"Laburnum anagyroides Medik. subsp. anagyroides",10.447083,43.886755,564.1895835,1860
"Cytisus hirsutus L.",10.466806,43.819125,564.1895835,1860
"Trifolium bocconei Savi",10.322396,42.814831,564.1895835,1860
"Trifolium ochroleucon Huds.",10.507875,43.886214,564.1895835,1860
"Trifolium ochroleucon Huds.",10.466806,43.819125,564.1895835,1860
"Ononis pusilla L. subsp. pusilla",10.87219,43.41477,564.1895835,1860
"Cytisus hirsutus L.",10.454402,43.792864,564.1895835,1860
"Genista monspessulana (L.) L.Johnson",10.826543,43.807348,564.1895835,1860
"Ononis pusilla L. subsp. pusilla",10.668841,44.038339,564.1895835,1860
"Trifolium echinatum M.Bieb.",11.34463,43.289123,564.1895835,1860
"Trigonella elegans (Salzm. ex Ser.) Coulot & Rabaute",11.09516,42.25488,564.1895835,1860
"Trifolium cherleri L.",10.42078,42.80501,564.1895835,1860
"Ornithopus pinnatus (Mill.) Druce",10.826543,43.807348,564.1895835,1860
"Vicia incana Gouan",10.609843,44.104943,564.1895835,1860
"Genista tinctoria L.",10.611327,43.063096,564.1895835,1860
"Astragalus hypoglottis L. subsp. hypoglottis",10.190445,44.080163,564.1895835,1860
"Ononis spinosa L. subsp. spinosa",11.508121,42.665517,564.1895835,1860
"Echium parviflorum Moench",11.154751,42.362321,564.1895835,1860
"Ononis pusilla L. subsp. pusilla",10.480388,43.863443,564.1895835,1860
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1861
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1861
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1861
"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase",10.36636733,43.66549048,564.1895835,1861
"Aquilegia dumeticola Jord.",11.606019,42.881437,564.1895835,1864
"Asplenium trichomanes L. subsp. trichomanes",10.315546,42.329557,564.1895835,1864
"Eryngium maritimum L.",10.293374,42.328843,564.1895835,1864
"Adonis annua L.",10.340611,43.723379,564.1895835,1865
"Aquilegia atrata W.D.J.Koch",10.280701,44.021288,564.1895835,1869
"Aquilegia dumeticola Jord.",10.66575,43.885391,564.1895835,1872
"Euphrasia salisburgensis Funck ex Hoppe",10.335496,44.014588,564.1895835,1872
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1873
"Spiranthes aestivalis (Poir.) Rich.",10.70154522,43.82190863,564.1895835,1873
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1876
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1876
"Adonis annua L.",11.234825,43.814126,564.1895835,1879
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1880
"Adonis annua L.",11.545803,42.976364,564.1895835,1882
"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase",10.36636733,43.66549048,564.1895835,1882
"Aquilegia dumeticola Jord.",10.910994,44.057478,564.1895835,1883
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1883
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1883
"Aquilegia dumeticola Jord.",10.88897467,43.8716323,564.1895835,1884
"Aquilegia dumeticola Jord.",10.910994,44.057478,564.1895835,1885
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1885
"Carduus nutans L. subsp. nutans",10.304008,43.566331,564.1895835,1885
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1886
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1886
"Aquilegia lucensis E.Nardi",10.230396,44.280076,564.1895835,1888
"Aquilegia dumeticola Jord.",11.557832,43.735268,564.1895835,1890
"Maianthemum bifolium (L.) Schmidt",10.632497,44.133208,564.1895835,1891
"Anogramma leptophylla (L.) Link",11.195835,43.750485,564.1895835,1891
"Adonis annua L.",11.22161041,43.73271278,564.1895835,1894
"Salix cinerea L.",10.90481,42.37455,564.1895835,1894
"Anthriscus caucalis M.Bieb.",10.315546,42.329557,564.1895835,1898
"Quercus ilex L. subsp. ilex",10.315546,42.329557,564.1895835,1898
"Saxifraga montis-christi Mannocci, Ferretti, Mazzoncini & Viciani",10.315546,42.329557,564.1895835,1898
"Saxifraga montis-christi Mannocci, Ferretti, Mazzoncini & Viciani",10.315546,42.329557,564.1895835,1898
"Dianthus tripunctatus Sm.",10.3367,42.76395,564.1895835,1900
"Centaurea aplolepa Moretti subsp. cosana (Fiori) Dostál",11.20512,42.40426,564.1895835,1901
"Adonis annua L.",11.143729,42.377712,564.1895835,1902
"Adonis annua L.",11.143729,42.377712,564.1895835,1903
"Aquilegia dumeticola Jord.",11.569519,43.71926,564.1895835,1904
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1904
"Adonis annua L.",11.159344,43.732492,564.1895835,1905
"Adonis annua L.",11.50340097,43.7721189,564.1895835,1906
"Adonis annua L.",11.50340097,43.7721189,564.1895835,1906
"Aquilegia lucensis E.Nardi",10.831661,44.111208,564.1895835,1907
"Leontodon hispidus L. subsp. hispidus",11.52545,42.82074,564.1895835,1908
"Briza maxima L.",11.13238,42.379103,564.1895835,1908
"Ornithopus perpusillus L.",11.517001,43.726466,564.1895835,1908
"Galium palaeoitalicum Ehrend.",10.335496,44.014588,564.1895835,1908
"Sedum atratum L.",10.252275,44.071961,564.1895835,1908
"Avena barbata Pott ex Link",10.416584,42.865601,564.1895835,1908
"Avena barbata Pott ex Link",9.79959,43.031871,564.1895835,1908
"Vicia hybrida L.",10.32473,42.817166,564.1895835,1908
"Linaria capraria Moris & De Not.",10.0842,42.60619,564.1895835,1908
"Polypogon maritimus Willd.",10.547251,42.857026,564.1895835,1908
"Lagurus ovatus L. subsp. ovatus",10.416584,42.865601,564.1895835,1908
"Lagurus ovatus L. subsp. ovatus",10.547251,42.857026,564.1895835,1908
"Erythronium dens-canis L.",10.124173,44.157755,564.1895835,1908
"Teucrium flavum L. subsp. flavum",10.547251,42.857026,564.1895835,1908
"Astragalus depressus L. subsp. depressus",10.346334,43.984681,564.1895835,1908
"Alisma plantago-aquatica L.",10.67757901,44.0345043,564.1895835,1908
"Melica ciliata L. subsp. ciliata",10.547251,42.857026,564.1895835,1908
"Brachypodium distachyon (L.) P.Beauv.",10.547251,42.857026,564.1895835,1908
"Sparganium erectum L.",10.67759598,44.0345379,564.1895835,1908
"Trigonella smallii Coulot & Rabaute",10.776389,43.871934,564.1895835,1908
"Trigonella sulcata (Desf.) Coulot & Rabaute",10.949869,42.780846,564.1895835,1908
"Trifolium glomeratum L.",10.22278,43.988515,564.1895835,1908
"Trifolium incarnatum L. subsp. incarnatum",10.233105,43.975994,564.1895835,1908
"Lotus herbaceus (Vill.) Jauzein",10.341795,44.008562,564.1895835,1908
"Linaria capraria Moris & De Not.",10.0842,42.60619,564.1895835,1908
"Trifolium suffocatum L.",10.624323,43.094736,564.1895835,1908
"Ranunculus garganicus Ten.",10.412468,42.738006,564.1895835,1908
"Lupinus gussoneanus Agardh",10.322396,42.814831,564.1895835,1908
"Ornithopus pinnatus (Mill.) Druce",10.22278,43.988515,564.1895835,1908
"Argyrolobium zanonii (Turra) P.W.Ball subsp. zanonii",9.90635,44.18135,564.1895835,1908
"Vicia lens (L.) Coss. & Germ. subsp. ervoides (Brign.) H.Schaef., Coulot & Rabaute",11.46424,42.47925,564.1895835,1908
"Trifolium micranthum Viv.",10.22278,43.988515,564.1895835,1908
"Trifolium strictum L.",10.281224,42.745405,564.1895835,1908
"Vicia melanops Sm.",11.324348,43.801425,564.1895835,1908
"Argyrolobium zanonii (Turra) P.W.Ball subsp. zanonii",10.112225,44.084105,564.1895835,1908
"Lathyrus sphaericus Retz.",10.109828,44.077535,564.1895835,1908
"Astragalus glycyphyllos L.",11.460245,42.47649,564.1895835,1908
"Lupinus angustifolius L.",10.981167,43.78313,564.1895835,1908
"Lotus herbaceus (Vill.) Jauzein",10.103157,44.111288,564.1895835,1908
"Hippocrepis ciliata Willd.",11.099391,42.428341,564.1895835,1908
"Coronilla valentina L.",11.099391,42.428341,564.1895835,1908
"Lathyrus nissolia L.",10.777721,43.764861,564.1895835,1908
"Lathyrus nissolia L.",10.849041,43.799591,564.1895835,1908
"Trifolium angustifolium L. subsp. angustifolium",11.195835,43.750485,564.1895835,1908
"Trifolium angustifolium L. subsp. angustifolium",11.532695,43.695015,564.1895835,1908
"Trifolium glomeratum L.",10.211193,43.989759,564.1895835,1908
"Trifolium pratense L. subsp. pratense",10.364302,42.805268,564.1895835,1908
"Vicia ochroleuca Ten. subsp. ochroleuca",11.52545,42.82074,564.1895835,1908
"Lotus dorycnium L.",11.536215,43.732601,564.1895835,1908
"Cytisus villosus Pourr.",10.34016,42.791581,564.1895835,1908
"Lotus hirsutus L.",10.34016,42.791581,564.1895835,1908
"Lotus rectus L.",10.34016,42.791581,564.1895835,1908
"Verbascum nigrum L.",11.932746,43.706527,564.1895835,1908
"Bituminaria bituminosa (L.) C.H.Stirt.",10.2547,43.95644,564.1895835,1908
"Coronilla valentina L.",10.09525,42.588071,564.1895835,1908
"Lathyrus linifolius (Reichard) Bässler",10.231472,43.976428,564.1895835,1908
"Trifolium arvense L. subsp. arvense",10.315934,42.806883,564.1895835,1908
"Trifolium incarnatum L. subsp. incarnatum",11.525213,42.820751,564.1895835,1908
"Trifolium subterraneum L. subsp. subterraneum",10.125754,44.116076,564.1895835,1908
"Vicia benghalensis L.",10.264836,42.827433,564.1895835,1908
"Anthyllis montana L. subsp. montana",10.125754,44.116076,564.1895835,1908
"Medicago rugosa Desr.",10.3917,42.78576,564.1895835,1908
"Genista pilosa L.",10.125754,44.116076,564.1895835,1908
"Astragalus glycyphyllos L.",10.324929,43.997715,564.1895835,1908
"Spartium junceum L.",10.349291,43.513908,564.1895835,1908
"Lotus rectus L.",10.586161,44.011319,564.1895835,1908
"Lupinus gussoneanus Agardh",10.395387,43.429832,564.1895835,1908
"Ononis viscosa L. subsp. breviflora (DC.) Nyman",11.24517,43.594927,564.1895835,1908
"Verbascum phoeniceum L.",10.287979,43.682234,564.1895835,1908
"Argyrolobium zanonii (Turra) P.W.Ball subsp. zanonii",10.122722,44.071329,564.1895835,1908
"Medicago blancheana Boiss.",11.307315,43.781518,564.1895835,1908
"Ervum tetraspermum L.",10.258379,44.014672,564.1895835,1908
"Lotus hirsutus L.",10.252098,43.963614,564.1895835,1908
