"x"
"Abutilon theophrasti Medik."
"Trigonella sulcata (Desf.) Coulot & Rabaute"
"Vicia narbonensis L. subsp. narbonensis"
"Trifolium suffocatum L."
"Verbascum phoeniceum L."
"Oenanthe peucedanifolia Pollich"
"Lactuca saligna L."
"Lythrum tribracteatum Spreng."
"Valerianella puberula (Bertol. ex Guss.) DC."
"Valeriana officinalis L. subsp. officinalis"
"Potentilla inclinata Vill."
"Visnaga daucoides Gaertn."
"Asperula laevigata L."
"Myriophyllum verticillatum L."
"Trisetaria aurea (Ten.) Pignatti"
"Mentha longifolia (L.) L."
"Alyssum simplex Rudolphi"
"Stachys arvensis (L.) L."
"Sedum rubens L."
"Trigonella altissima (Thuill.) Coulot & Rabaute"
"Glebionis segetum (L.) Fourr."
"Rumex bucephalophorus L. subsp. gallicus (Steinh.) Rech.f."
"Amaranthus cruentus L."
"Euphorbia maculata L."
"Euphorbia prostrata Aiton"
"Euphorbia humifusa Willd. ex Schltr."
"Potamogeton coloratus Hornem."
"Celtis australis L. subsp. australis"
"Ranunculus peltatus Schrank"
"Ranunculus saniculifolius Viv."
"Thinopyrum obtusiflorum (DC.) Banfi subsp. obtusiflorum"
"Isoetes durieui Bory"
"Sabulina tenuifolia (L.) Rchb. subsp. tenuifolia"
"Serapias lingua L."
"Spergula arvensis L."
"Neslia paniculata (L.) Desv. subsp. paniculata"
"Valerianella coronata (L.) DC."
"Erodium alnifolium Guss."
"Medicago monspeliaca (L.) Trautv."
"Echinochloa oryzoides (Ard.) Fritsch"
"Symphytum tuberosum L. subsp. angustifolium (A.Kern.) Nyman"
"Trifolium hybridum L. subsp. elegans (Savi) Asch. & Graebn."
"Poa pratensis L. subsp. pratensis"
"Malva multiflora (Cav.) Soldano, Banfi & Galasso"
"Galinsoga parviflora Cav."
"Genista monspessulana (L.) L.Johnson"
"Trifolium diffusum Ehrh."
"Medicago truncatula Gaertn."
"Mentha suaveolens Ehrh. subsp. suaveolens"
"Trifolium michelianum Savi"
"Valerianella rimosa Bastard"
"Helosciadium inundatum (L.) W.D.J.Koch"
"Digitaria ischaemum (Schreb. ex Schweigg.) Schreb. ex Muhl. subsp. ischaemum"
"Stachys maritima Gouan"
"Clinopodium nepeta (L.) Kuntze subsp. spruneri (Boiss.) Bartolucci & F.Conti"
"Scutellaria hastifolia L."
"Humulus japonicus Siebold & Zucc."
"Theligonum cynocrambe L."
"Exaculum pusillum (Lam.) Caruel"
"Oenanthe globulosa L."
"Serapias parviflora Parl."
"Persicaria mitis (Schrank) Assenov"
"Elatine alsinastrum L."
"Potentilla argentea L."
"Medicago turbinata (L.) All."
"Trigonella wojciechowskii Coulot & Rabaute"
"Callitriche truncata Guss. s.l."
"Hibiscus pentacarpos L."
"Micromeria juliana (L.) Benth. ex Rchb."
"Vicia pannonica Crantz subsp. striata (M.Bieb.) Nyman"
"Sparganium erectum L."
"Bidens tripartita L. subsp. tripartita"
"Apium graveolens L."
"Imperata cylindrica (L.) Raeusch."
"Pulicaria sicula (L.) Moris"
"Salicornia fruticosa L."
"Amaranthus graecizans L. subsp. sylvestris (Vill.) Brenan"
"Rumex patientia L. subsp. patientia"
"Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch"
"Stellaria aquatica (L.) Scop."
"Salix cinerea L."
"Triglochin palustris L."
"Spergula pentandra L."
"Pinus halepensis Mill. subsp. halepensis"
"Spiranthes spiralis (L.) Chevall."
"Anogramma leptophylla (L.) Link"
"Acanthus mollis L. subsp. mollis"
"Micromeria graeca (L.) Benth. ex Rchb. subsp. graeca"
"Crepis bellidifolia Loisel."
"Stachys germanica L. subsp. salviifolia (Ten.) Gams"
"Tulipa agenensis DC."
"Tulipa sylvestris L."
"Romulea rollii Parl."
"Trigonella alba (Medik.) Coulot & Rabaute"
"Odontites vernus (Bellardi) Dumort. subsp. serotinus (Dumort.) Corb."
"Erigeron bonariensis L."
"Veronica peregrina L."
"Centaurea calcitrapa L."
"Primula vulgaris Huds. subsp. vulgaris"
"Cytisus laniger DC."
"Isoetes histrix Bory"
"Atriplex halimus L."
"Fimbristylis dichotoma (L.) Vahl"
"Cirsium monspessulanum (L.) Hill"
"Daucus broteroi Ten."
"Schenkia spicata (L.) G.Mans."
"Glebionis coronaria (L.) Spach"
"Ophrys tetraloniae W.P.Teschner"
"Isolepis setacea (L.) R.Br."
"Malva nicaeensis All."
"Lathyrus clymenum L."
"Utricularia minor L."
"Medicago intertexta (L.) Mill."
"Pistacia terebinthus L. subsp. terebinthus"
"Asplenium ceterach L. subsp. ceterach"
"Trifolium vesiculosum Savi"
"Asplenium ruta-muraria L. subsp. ruta-muraria"
"Ophioglossum vulgatum L. subsp. vulgatum"
"Laburnum anagyroides Medik. subsp. anagyroides"
"Isoetes gymnocarpa (Gennari) A.Braun"
"Juniperus turbinata Guss."
"Tragus racemosus (L.) All."
"Solanum villosum Mill."
"Oxybasis chenopodioides (L.) S.Fuentes, Uotila & Borsch"
"Vicia lutea L."
"Urtica urens L."
"Lotus hispidus DC."
"Trifolium echinatum M.Bieb."
"Trifolium scabrum L. subsp. scabrum"
"Medicago marina L."
"Galega officinalis L."
"Echium plantagineum L."
"Bupleurum subovatum Link ex Spreng."
"Tragopogon porrifolius L."
"Lamium purpureum L."
"Crepis foetida L. subsp. foetida"
"Galactites tomentosus Moench"
"Valerianella dentata (L.) Pollich"
"Ononis spinosa L. subsp. spinosa"
"Sonchus oleraceus L."
"Sonchus tenerrimus L."
"Petrosedum rupestre (L.) P.V.Heath"
"Valerianella echinata (L.) DC."
"Picris hieracioides L. subsp. hieracioides"
"Picnomon acarna (L.) Cass."
"Cynara cardunculus L. subsp. cardunculus"
"Carduus nutans L. subsp. nutans"
"Cirsium italicum DC."
"Orlaya platycarpos W.D.J.Koch"
"Centranthus ruber (L.) DC. subsp. ruber"
"Gladiolus italicus Mill."
"Torilis nodosa (L.) Gaertn. subsp. nodosa"
"Rosa corymbifera Borkh."
"Rosa canina L."
"Conium maculatum L. subsp. maculatum"
"Ammi majus L."
"Bifora testiculata (L.) Spreng."
"Leontodon rosanoi (Ten.) DC."
"Aegopodium podagraria L."
"Callitriche brutia Petagna"
"Digitaria sanguinalis (L.) Scop."
"Bothriochloa ischaemum (L.) Keng"
"Beckmannia eruciformis (L.) Host subsp. eruciformis"
"Veronica polita Fr."
"Alopecurus rendlei Eig"
"Agrostis capillaris L. subsp. capillaris"
"Danthonia decumbens (L.) DC. subsp. decumbens"
"Sesleria argentea (Savi) Savi"
"Rostraria cristata (L.) Tzvelev"
"Tamarix africana Poir."
"Tolpis virgata (Desf.) Bertol. subsp. virgata"
"Hyoseris radiata L."
"Cichorium intybus L."
"Epilobium parviflorum Schreb."
"Cota altissima (L.) J.Gay"
"Achillea millefolium L. subsp. millefolium"
"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb. subsp. hybridus"
"Poa compressa L."
"Matricaria chamomilla L."
"Puccinellia distans (Jacq.) Parl. subsp. distans"
"Artemisia caerulescens L. subsp. caerulescens"
"Misopates orontium (L.) Raf."
"Scrophularia umbrosa Dumort. subsp. umbrosa"
"Vicia dasycarpa Ten."
"Oenanthe fistulosa L."
"Sclerochloa dura (L.) P.Beauv."
"Foeniculum vulgare Mill. subsp. vulgare"
"Hainardia cylindrica (Willd.) Greuter"
"Crithmum maritimum L."
"Lolium multiflorum Lam."
"Tordylium maximum L."
"Pulicaria vulgaris Gaertn."
"Lamium amplexicaule L."
"Lamium album L. subsp. album"
"Jacobaea erucifolia (L.) P.Gaertn., B.Mey & Scherb. subsp. erucifolia"
"Veronica hederifolia L."
"Tussilago farfara L."
"Inula helenium L. subsp. helenium"
"Veronica cymbalaria Bodard subsp. cymbalaria"
"Artemisia vulgaris L."
"Bellis sylvestris Cirillo"
"Galeopsis ladanum L."
"Jasione montana L."
"Lolium temulentum L."
"Phleum paniculatum Huds. subsp. paniculatum"
"Pimpinella peregrina L."
"Scolymus maculatus L."
"Ziziphora capitata L. subsp. capitata"
"Narcissus tazetta L. subsp. tazetta"
"Erysimum cheiri (L.) Crantz"
"Allium nigrum L."
"Ornithogalum divergens Boreau"
"Glyceria maxima (Hartm.) Holmb. subsp. maxima"
"Allium neapolitanum Cirillo"
"Allium polyanthum Schult. & Schult.f."
"Asphodelus fistulosus L."
"Allium savii Parl."
"Parietaria officinalis L."
"Allium pallens L."
"Muscari botryoides (L.) Mill. subsp. botryoides"
"Colchicum autumnale L. subsp. autumnale"
"Cicendia filiformis (L.) Delarbre"
"Centaurium maritimum (L.) Fritsch"
"Dysphania botrys (L.) Mosyakin & Clemants"
"Beta vulgaris L. subsp. vulgaris"
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch"
"Chenopodium vulvaria L."
"Atriplex patula L."
"Chenopodium album L. subsp. album"
"Rumex pulcher L. subsp. pulcher"
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz"
"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch"
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch"
"Persicaria hydropiper (L.) Delarbre"
"Thymelaea passerina (L.) Coss. & Germ."
"Euphorbia chamaesyce L."
"Euphorbia lathyris L."
"Convolvulus cantabrica L."
"Convolvulus arvensis L."
"Aphanes arvensis L."
"Euphorbia falcata L. subsp. falcata"
"Heliotropium europaeum L."
"Zannichellia palustris L."
"Anisantha rigida (Roth) Hyl."
"Euphorbia exigua L. subsp. exigua"
"Phagnalon sordidum (L.) Rchb."
"Wolffia arrhiza (L.) Horkel ex Wimm."
"Salix triandra L. subsp. triandra"
"Salix purpurea L. subsp. purpurea"
"Phelipanche ramosa (L.) Pomel"
"Orobanche crenata Forssk."
"Dittrichia graveolens (L.) Greuter"
"Melica minuta L. subsp. minuta"
"Salix alba L."
"Pentanema britannicum (L.) D.Gut.Larr., Santos-Vicente, Anderb., E.Rico & M.M.Mart.Ort."
"Serratula tinctoria L. subsp. tinctoria"
"Buglossoides arvensis (L.) I.M.Johnst. subsp. arvensis"
"Melampyrum arvense L. subsp. arvense"
"Scrophularia peregrina L."
"Salvia clandestina L."
"Lappula squarrosa (Retz.) Dumort."
"Mentha pulegium L. subsp. pulegium"
"Astragalus glycyphyllos L."
"Securigera varia (L.) Lassen"
"Mercurialis annua L."
"Serapias cordigera L. subsp. cordigera"
"Cephalaria transsylvanica (L.) Roem. & Schult."
"Knautia integrifolia (L.) Bertol. subsp. integrifolia"
"Sixalix atropurpurea (L.) Greuter & Burdet"
"Lomelosia rutifolia (Vahl) Avino & P.Caputo"
"Dasypyrum villosum (L.) P.Candargy"
"Triticum neglectum (Req.ex Bertol.) Greuter"
"Elymus caninus (L.) L."
"Carthamus lanatus L."
"Brassica nigra (L.) W.D.J.Koch"
"Ophrys funerea Viv."
"Vicia peregrina L."
"Salvia pratensis L. subsp. pratensis"
"Clinopodium nepeta (L.) Kuntze subsp. nepeta"
"Berula erecta (Huds.) Coville"
"Stachys romana (L.) E.H.L.Krause"
"Daucus pumilus (L.) Hoffmanns. & Link"
"Galium mollugo L."
"Moenchia erecta (L.) G.Gaertn., B.Mey. & Scherb. subsp. erecta"
"Althaea cannabina L."
"Agrostemma githago L."
"Hypericum australe Ten."
"Trigonella smallii Coulot & Rabaute"
"Kickxia elatine (L.) Dumort. subsp. elatine"
"Kickxia spuria (L.) Dumort. subsp. spuria"
"Centaurea solstitialis L. subsp. solstitialis"
"Centaurea cyanus L."
"Chondrilla juncea L."
"Campanula erinus L."
"Medicago murex Willd."
"Herniaria hirsuta L. subsp. hirsuta"
"Onopordum acanthium L. subsp. acanthium"
"Sedum album L. subsp. album"
"Sedum dasyphyllum L. subsp. dasyphyllum"
"Astragalus hamosus L."
"Turgenia latifolia (L.) Hoffm."
"Lithospermum officinale L."
"Medicago orbicularis (L.) Bartal."
"Medicago lupulina L."
"Scorpiurus subvillosus L."
"Echium vulgare L. subsp. vulgare"
"Coronilla scorpioides (L.) W.D.J.Koch"
"Lathyrus sativus L."
"Torilis africana Spreng."
"Vicia benghalensis L."
"Trifolium repens L."
"Onobrychis viciifolia Scop."
"Trifolium ochroleucon Huds."
"Trigonella italica (L.) Coulot & Rabaute"
"Trigonella officinalis (L.) Coulot & Rabaute"
"Echium italicum L. subsp. italicum"
"Eryngium campestre L."
"Cerastium glutinosum Fr."
"Spergularia marina (L.) Besser"
"Hyoscyamus albus L."
"Asperula arvensis L."
"Sison amomum L."
"Phleum pratense L. subsp. pratense"
"Sporobolus aculeatus (L.) P.M.Peterson"
"Melica ciliata L. subsp. ciliata"
"Leontodon tuberosus L."
"Cynosurus cristatus L."
"Cruciata laevipes Opiz"
"Callitriche palustris L."
"Achillea ageratum L."
"Hieracium umbellatum L. subsp. umbellatum"
"Eragrostis pilosa (L.) P.Beauv. subsp. pilosa"
"Erodium acaule (L.) Bech. & Thell."
"Helichrysum luteoalbum (L.) Rchb."
"Eragrostis cilianensis (All.) Vignolo ex Janch. subsp. cilianensis"
"Bromus squarrosus L. subsp. squarrosus"
"Bromopsis benekenii (Lange) Holub"
"Datura stramonium L."
"Hyoscyamus niger L."
"Medicago polymorpha L."
"Medicago ciliaris (L.) All."
"Moehringia pentandra Gay"
"Linum strictum L. subsp. strictum"
"Spergularia rubra (L.) J.Presl & C.Presl"
"Ervilia sativa Link"
"Calendula arvensis (Vaill.) L."
"Genista tinctoria L."
"Trifolium striatum L. subsp. striatum"
"Solenopsis laurentia (L.) C.Presl"
"Centaurea deusta Ten."
"Lysimachia minima (L.) U.Manns & Anderb."
"Glyceria spicata Guss."
"Gnaphalium uliginosum L."
"Salvia verticillata L. subsp. verticillata"
"Bupleurum baldense Turra"
"Mespilus germanica L."
"Salvia nemorosa L. subsp. nemorosa"
"Calamagrostis epigejos (L.) Roth subsp. epigejos"
"Vitex agnus-castus L."
"Narcissus tazetta L. subsp. aureus (Loisel.) Baker"
"Rumex obtusifolius L. subsp. obtusifolius"
"Euphorbia platyphyllos L."
"Achnatherum bromoides (L.) P.Beauv."
"Trifolium strictum L."
"Knautia arvensis (L.) Coult."
"Malva arborea (L.) Webb & Berthel."
"Ornithopus pinnatus (Mill.) Druce"
"Potentilla pedata Willd. ex Hornem."
"Epilobium hirsutum L."
"Arctium tomentosum Mill."
"Solidago gigantea Aiton"
"Hordeum secalinum Schreb."
"Trifolium ligusticum Balb. ex Loisel."
"Trifolium glomeratum L."
"Andryala integrifolia L."
"Dracunculus vulgaris Schott"
"Typha minima Funk"
"Anacyclus radiatus Loisel. subsp. radiatus"
"Aira elegantissima Schur subsp. elegantissima"
"Hieracium murorum L."
"Centaurea aspera L. subsp. aspera"
"Sporobolus alopecuroides (Piller & Mitterp.) P.M.Peterson"
"Tanacetum vulgare L. subsp. vulgare"
"Charybdis maritima (L.) Speta"
"Prospero autumnale (L.) Speta"
"Asphodelus ramosus L. subsp. ramosus"
"Allium chamaemoly L. subsp. chamaemoly"
"Allium coloratum Spreng."
"Plantago lagopus L."
"Quercus cerris L."
"Linum trigynum L."
"Quercus suber L."
"Ervilia sylvatica (L.) Schur"
"Cutandia maritima (L.) Benth. ex Barbey"
"Dianthus armeria L. subsp. armeria"
"Crocus biflorus Mill."
"Romulea bulbocodium (L.) Sebast. & Mauri"
"Geranium columbinum L."
"Trifolium bocconei Savi"
"Trifolium micranthum Viv."
"Vicia disperma DC."
"Anthriscus sylvestris (L.) Hoffm. subsp. sylvestris"
"Trifolium incarnatum L. subsp. incarnatum"
"Cytisus villosus Pourr."
"Nepeta cataria L."
"Lathyrus sylvestris L. subsp. sylvestris"
"Lathyrus palustris L."
"Linaria pelisseriana (L.) Mill."
"Allium roseum L. subsp. roseum"
"Cynanchum acutum L. subsp. acutum"
"Triglochin maritima L."
"Potamogeton perfoliatus L."
"Arisarum vulgare O.Targ.Tozz. subsp. vulgare"
"Romulea ramiflora Ten. subsp. ramiflora"
"Bupleurum tenuissimum L."
"Vicia cassubica L."
"Sparganium emersum Rehmann"
"Crepis pulchra L. subsp. pulchra"
"Cirsium oleraceum (L.) Scop."
"Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson"
"Geropogon hybridus (L.) Sch.Bip."
"Carlina lanata L."
"Trisetaria segetum (Savi) Soldano"
"Podospermum laciniatum (L.) DC. subsp. laciniatum"
"Pallenis spinosa (L.) Cass. subsp. spinosa"
"Tanacetum parthenium (L.) Sch.Bip."
"Sphenopus divaricatus (Gouan) Rchb."
"Galeopsis angustifolia Hoffm. subsp. angustifolia"
"Bromus arvensis L. s.l."
"Lysimachia punctata L."
"Filipendula vulgaris Moench"
"Convolvulus silvaticus Kit."
"Damasonium alisma Mill."
"Galatella linosyris (L.) Rchb.f. subsp. linosyris"
"Viburnum opulus L."
"Carthamus caeruleus L."
"Linaria vulgaris Mill. subsp. vulgaris"
"Crepis neglecta L."
"Medicago scutellata (L.) Mill."
"Vicia bithynica (L.) L."
"Cytisus scoparius (L.) Link subsp. scoparius"
"Trifolium squarrosum L."
"Catabrosa aquatica (L.) P.Beauv."
"Koeleria splendens C.Presl"
"Urospermum dalechampii (L.) F.W.Schmidt"
"Cymbalaria muralis G.Gaertn., B.Mey. & Scherb. subsp. muralis"
"Myosotis ramosissima Rochel subsp. ramosissima"
"Festuca geniculata (L.) Lag. & Rodr. subsp. geniculata"
"Veronica prostrata L."
"Verbascum pulverulentum Vill."
"Pyrus cordata Desv."
"Vicia elegantissima Shuttlew. ex Rouy"
"Genista pilosa L."
"Schoenoplectus triqueter (L.) Palla"
